cell_id,shop_density_km2,brand_ratio
r0023_c0611,0.0,0.0
r0023_c0612,0.0,0.0
r0023_c0613,0.0,0.0
r0023_c0614,0.0,0.0
r0023_c0615,0.0,0.0
r0023_c0616,0.0,0.0
r0023_c0620,0.0,0.0
r0023_c0631,0.0,0.0
r0023_c0632,0.0,0.0
r0023_c0674,0.0,0.0
r0023_c0675,0.0,0.0
r0023_c0676,0.0,0.0
r0024_c0542,0.0,0.0
r0024_c0543,0.0,0.0
r0024_c0544,0.0,0.0
r0024_c0590,0.0,0.0
r0024_c0611,0.0,0.0
r0024_c0612,0.0,0.0
r0024_c0613,0.0,0.0
r0024_c0614,0.0,0.0
r0024_c0621,0.0,0.0
r0024_c0622,0.0,0.0
r0024_c0672,0.0,0.0
r0024_c0673,0.0,0.0
r0024_c0674,0.0,0.0
r0024_c0675,0.0,0.0
r0024_c0676,0.0,0.0
r0025_c0589,0.0,0.0
r0025_c0590,0.0,0.0
r0025_c0591,0.0,0.0
r0025_c0602,0.0,0.0
r0025_c0603,0.0,0.0
r0025_c0604,0.0,0.0
r0025_c0605,0.0,0.0
r0025_c0606,0.0,0.0
r0025_c0628,0.0,0.0
r0025_c0629,0.0,0.0
r0025_c0674,0.0,0.0
r0025_c0675,0.0,0.0
r0026_c0575,0.0,0.0
r0026_c0576,0.0,0.0
r0026_c0591,0.0,0.0
r0026_c0592,0.0,0.0
r0026_c0602,0.0,0.0
r0026_c0603,0.0,0.0
r0026_c0604,0.0,0.0
r0026_c0605,0.0,0.0
r0026_c0606,0.0,0.0
r0026_c0629,0.0,0.0
r0026_c0674,0.0,0.0
r0027_c0576,0.0,0.0
r0027_c0577,0.0,0.0
r0027_c0592,0.0,0.0
r0027_c0595,0.0,0.0
r0027_c0596,0.0,0.0
r0027_c0597,0.0,0.0
r0027_c0606,0.0,0.0
r0027_c0607,0.0,0.0
r0027_c0613,0.0,0.0
r0027_c0629,0.0,0.0
r0028_c0526,0.0,0.0
r0028_c0543,0.0,0.0
r0028_c0592,0.0,0.0
r0028_c0593,0.0,0.0
r0028_c0595,0.0,0.0
r0028_c0596,0.0,0.0
r0028_c0598,0.0,0.0
r0028_c0606,0.0,0.0
r0028_c0607,0.0,0.0
r0028_c0629,0.0,0.0
r0028_c0667,0.0,0.0
r0028_c0670,0.0,0.0
r0028_c0671,0.0,0.0
r0029_c0526,0.0,0.0
r0029_c0543,0.0,0.0
r0029_c0622,0.0,0.0
r0029_c0623,0.0,0.0
r0029_c0706,0.0,0.0
r0030_c0623,0.0,0.0
r0030_c0624,0.0,0.0
r0030_c0625,0.0,0.0
r0030_c0626,0.0,0.0
r0030_c0627,0.0,0.0
r0030_c0710,0.0,0.0
r0031_c0627,0.0,0.0
r0032_c0627,0.0,0.0
r0032_c0637,0.0,0.0
r0033_c0588,0.0,0.0
r0033_c0589,0.0,0.0
r0033_c0627,0.0,0.0
