cell_id,avg_floors,avg_yearbuilt,total_bldg_area,building_count
r0032_c0037,4.9,1919,371322.0,21.0
r0033_c0020,10.5,2012,323097.0,3.0
r0033_c0021,7.6,1925,650022.0,22.0
r0033_c0022,4.0,1868,547331.0,29.0
r0033_c0023,3.8,1864,477025.0,81.0
r0033_c0024,3.7,1868,462912.0,82.0
r0033_c0025,4.4,1874,488248.0,60.0
r0033_c0026,5.8,1886,900330.0,42.0
r0033_c0027,3.2,1914,61768.0,11.0
r0033_c0028,6.6,1899,931814.0,38.0
r0033_c0029,9.1,1943,983279.0,12.0
r0033_c0030,11.6,1940,1228115.0,9.0
r0033_c0031,8.7,1949,885558.0,7.0
r0033_c0032,7.9,1939,884929.0,14.0
r0033_c0033,5.0,1915,885157.0,45.0
r0033_c0034,4.9,1910,434133.0,37.0
r0033_c0035,5.2,1915,641223.0,37.0
r0034_c0020,3.8,1903,62865.0,10.0
r0034_c0021,4.8,1902,1059994.0,30.0
r0034_c0022,3.5,1901,245116.0,34.0
r0034_c0023,4.2,1867,747036.0,71.0
r0034_c0024,3.7,1887,487962.0,58.0
r0034_c0025,4.6,1869,643698.0,64.0
r0034_c0026,4.0,1883,512161.0,54.0
r0034_c0027,4.5,1878,633437.0,61.0
r0034_c0028,7.9,1882,1332957.0,27.0
r0034_c0029,5.5,1870,843442.0,45.0
r0034_c0030,7.9,1919,1194557.0,37.0
r0034_c0031,8.8,1924,1127640.0,22.0
r0034_c0032,6.7,1927,1193438.0,25.0
r0034_c0033,7.0,1928,703075.0,34.0
r0034_c0034,5.8,1917,723440.0,34.0
r0034_c0035,5.6,1914,429494.0,20.0
r0034_c0036,6.0,1922,654705.0,13.0
r0035_c0020,10.5,1984,171028.0,5.0
r0035_c0021,6.1,1946,794389.0,26.0
r0035_c0022,4.3,1887,567778.0,51.0
r0035_c0023,4.3,1880,585215.0,59.0
r0035_c0024,4.3,1879,541220.0,72.0
r0035_c0025,4.3,1884,546356.0,55.0
r0035_c0026,4.2,1883,538102.0,46.0
r0035_c0027,4.6,1865,707960.0,64.0
r0035_c0028,4.1,1853,596490.0,61.0
r0035_c0029,8.3,1893,1389364.0,26.0
r0035_c0030,6.9,1918,879083.0,33.0
r0035_c0031,7.3,1921,1071299.0,19.0
r0035_c0032,21.5,1992,1703326.0,4.0
r0035_c0033,6.9,1919,603898.0,20.0
r0035_c0034,5.1,1891,534230.0,28.0
r0035_c0035,5.8,1896,554845.0,10.0
r0035_c0036,4.8,1913,717252.0,66.0
r0035_c0037,4.1,1915,101976.0,23.0
r0036_c0020,10.0,2002,28354.0,2.0
r0036_c0021,5.3,1914,641428.0,43.0
r0036_c0022,3.8,1877,568103.0,73.0
r0036_c0023,4.2,1868,442168.0,71.0
r0036_c0024,3.5,1870,483093.0,92.0
r0036_c0025,4.2,1880,491623.0,62.0
r0036_c0026,3.5,1854,384006.0,65.0
r0036_c0027,4.3,1871,579641.0,43.0
r0036_c0028,5.7,1877,996407.0,46.0
r0036_c0029,8.3,1921,899657.0,20.0
r0036_c0030,8.2,1939,1529916.0,20.0
r0036_c0032,6.7,1910,766562.0,18.0
r0036_c0033,6.2,1898,1170911.0,24.0
r0036_c0034,5.9,1897,1329616.0,32.0
r0036_c0035,5.9,1922,942176.0,35.0
r0036_c0036,5.3,1921,539686.0,17.0
r0036_c0037,4.0,1918,438870.0,37.0
r0037_c0021,5.0,1891,1134341.0,26.0
r0037_c0022,4.0,1877,547761.0,57.0
r0037_c0023,4.7,1882,481603.0,29.0
r0037_c0024,3.7,1862,490622.0,92.0
r0037_c0025,3.9,1874,336830.0,44.0
r0037_c0026,5.5,1877,971557.0,27.0
r0037_c0027,5.5,1887,1150773.0,46.0
r0037_c0028,7.5,1923,1221340.0,23.0
r0037_c0029,11.6,1941,1724600.0,20.0
r0037_c0030,11.0,1911,1318830.0,17.0
r0037_c0031,7.3,1897,850174.0,28.0
r0037_c0032,7.8,1887,1122788.0,16.0
r0037_c0033,7.3,1915,1297016.0,38.0
r0037_c0034,5.2,1874,731793.0,51.0
r0037_c0035,7.4,1939,872935.0,21.0
r0037_c0036,7.3,1933,699970.0,21.0
r0037_c0037,8.0,1942,1363125.0,30.0
r0037_c0039,18.0,1950,1385425.0,3.0
r0038_c0020,,,,
r0038_c0021,7.3,1951,679960.0,15.0
r0038_c0022,3.6,1872,557203.0,76.0
r0038_c0023,4.3,1865,726824.0,65.0
r0038_c0024,4.8,1867,798226.0,67.0
r0038_c0025,4.4,1877,735191.0,56.0
r0038_c0026,6.8,1901,1083335.0,27.0
r0038_c0027,4.9,1917,712584.0,37.0
r0038_c0028,5.8,1928,748791.0,26.0
r0038_c0029,6.6,1910,1071702.0,44.0
r0038_c0030,9.8,1907,1662429.0,26.0
r0038_c0031,7.3,1889,1187877.0,25.0
r0038_c0032,8.0,1895,1432333.0,29.0
r0038_c0033,7.7,1883,1093741.0,23.0
r0038_c0034,12.9,1933,951483.0,13.0
r0038_c0035,8.0,1938,1162544.0,34.0
r0038_c0036,7.7,1936,1040641.0,26.0
r0038_c0037,12.0,1956,1519356.0,14.0
r0038_c0038,10.6,1948,1172377.0,17.0
r0039_c0021,6.2,1975,769421.0,5.0
r0039_c0022,3.3,1911,507126.0,36.0
r0039_c0023,5.1,1892,422665.0,19.0
r0039_c0024,4.7,1899,547530.0,33.0
r0039_c0025,5.7,1923,730961.0,45.0
r0039_c0026,5.5,1915,810425.0,52.0
r0039_c0027,7.4,1923,1039582.0,30.0
r0039_c0028,4.7,1918,700705.0,35.0
r0039_c0029,8.4,1908,1172042.0,15.0
r0039_c0030,7.9,1894,1319698.0,32.0
r0039_c0031,7.8,1881,1131365.0,26.0
r0039_c0032,7.9,1889,1604240.0,44.0
r0039_c0033,11.9,1922,1359355.0,21.0
r0039_c0034,8.8,1924,1164267.0,18.0
r0039_c0035,10.8,1952,1961412.0,18.0
r0039_c0036,6.8,1934,1066141.0,34.0
r0039_c0037,6.5,1926,952254.0,37.0
r0039_c0038,19.0,1950,466925.0,3.0
r0040_c0021,9.2,1958,361948.0,5.0
r0040_c0022,4.9,1917,744264.0,17.0
r0040_c0023,5.5,1900,671376.0,21.0
r0040_c0024,5.4,1908,2596616.0,34.0
r0040_c0025,6.2,1926,489759.0,21.0
r0040_c0026,5.8,1916,1043204.0,55.0
r0040_c0027,8.5,1945,894014.0,17.0
r0040_c0028,7.3,1929,989188.0,25.0
r0040_c0029,5.8,1884,939856.0,17.0
r0040_c0030,8.0,1896,1511901.0,38.0
r0040_c0031,8.8,1907,1396017.0,26.0
r0040_c0032,9.9,1902,857239.0,13.0
r0040_c0033,17.6,1931,3347646.0,11.0
r0040_c0034,9.8,1931,836944.0,14.0
r0040_c0035,7.3,1923,584904.0,17.0
r0040_c0036,6.8,1925,999215.0,32.0
r0040_c0037,6.5,1931,941427.0,36.0
r0040_c0038,8.0,1927,1031774.0,20.0
r0040_c0039,7.2,1929,747613.0,17.0
r0041_c0021,3.0,1910,6735.0,1.0
r0041_c0022,5.6,1937,618700.0,8.0
r0041_c0023,9.2,1969,1658589.0,8.0
r0041_c0024,5.6,1915,583156.0,28.0
r0041_c0025,4.3,1911,487930.0,37.0
r0041_c0026,4.7,1917,656454.0,52.0
r0041_c0027,5.7,1918,896879.0,54.0
r0041_c0028,7.4,1932,1230973.0,32.0
r0041_c0029,10.0,1940,1192608.0,22.0
