cell_id,nightlife_density
r0055_c0032,44.44
r0055_c0033,88.89
r0055_c0034,177.78
r0055_c0035,88.89
r0055_c0038,88.89
r0055_c0039,0.0
r0055_c0040,133.33
r0055_c0041,0.0
r0055_c0042,0.0
r0055_c0043,44.44
r0055_c0044,0.0
r0055_c0045,44.44
r0055_c0046,177.78
r0055_c0047,88.89
r0055_c0048,88.89
r0055_c0049,0.0
r0055_c0051,0.0
r0056_c0027,88.89
r0056_c0028,44.44
r0056_c0029,44.44
r0056_c0030,0.0
r0056_c0031,44.44
r0056_c0032,88.89
r0056_c0033,88.89
r0056_c0034,222.22
r0056_c0035,133.33
r0056_c0036,0.0
r0056_c0037,44.44
r0056_c0038,177.78
r0056_c0039,0.0
r0056_c0040,44.44
r0056_c0041,0.0
r0056_c0042,0.0
r0056_c0043,0.0
r0056_c0044,0.0
r0056_c0045,0.0
r0056_c0046,0.0
r0056_c0047,0.0
r0056_c0048,44.44
r0056_c0049,0.0
r0056_c0050,44.44
r0056_c0051,0.0
r0057_c0027,44.44
r0057_c0028,44.44
r0057_c0029,0.0
r0057_c0030,133.33
r0057_c0031,0.0
r0057_c0032,88.89
r0057_c0033,88.89
r0057_c0034,133.33
r0057_c0035,355.56
r0057_c0036,266.67
r0057_c0037,44.44
r0057_c0038,44.44
r0057_c0039,0.0
r0057_c0040,44.44
r0057_c0041,0.0
r0057_c0042,44.44
r0057_c0043,0.0
r0057_c0044,0.0
r0057_c0045,0.0
r0057_c0046,0.0
r0057_c0047,0.0
r0057_c0048,0.0
r0057_c0049,0.0
r0057_c0050,0.0
r0057_c0052,0.0
r0058_c0028,44.44
r0058_c0029,0.0
r0058_c0030,88.89
r0058_c0031,0.0
r0058_c0032,88.89
r0058_c0033,44.44
r0058_c0034,0.0
r0058_c0035,88.89
r0058_c0036,44.44
r0058_c0037,133.33
r0058_c0038,44.44
r0058_c0039,0.0
r0058_c0040,44.44
r0058_c0042,0.0
r0058_c0043,0.0
r0058_c0044,0.0
r0058_c0045,0.0
r0058_c0046,0.0
r0058_c0047,0.0
r0058_c0048,0.0
r0058_c0049,0.0
r0058_c0050,0.0
r0058_c0051,0.0
r0058_c0052,0.0
r0058_c0053,0.0
